"SWSN_ID","SWSN_Site","Macro","Micro","GKPM","GKPMPZ","Periods","EASTING","NORTHING","P1room","P2room","P3room","P4room","P5room","P6room","N0S1","P2CT","P2P1200","P2P1250","P2P1300","P2P1350","P2P1400","P7CT","P7P1200","P7P1250","P7P1300","P7P1350","P7P1400","P18CT","P18P1200","P18P1250","P18P1300","P18P1350","P18P1400"
1133.00,"Wide Ruins","Puerco West","Leroux Wash",0.00,1.00,1.00,637250,3920104,0.00,587.64,0.00,0.00,0.00,0.00,0,1.00,0.00,650.00,0.00,0.00,0.00,1.00,0.00,650.00,0.00,0.00,0.00,2.00,28.00,669.00,0.00,0.00,0.00
1153.00,"Black Mountain Pueblo","Central Arizona Highlands","Tonto--Salt Arm",0.00,1.00,2.00,541741,3759545,0.00,0.00,41.59,52.70,0.00,0.00,0,1.00,0.00,0.00,78.00,112.00,0.00,4.00,0.00,0.00,330.00,474.00,0.00,19.00,0.00,0.00,1425.00,2076.00,56.00
1154.00,"Sanrace Cliff Dwelling","Central Arizona Highlands","Tonto--Salt Arm",0.00,0.00,2.00,536662,3742790,0.00,0.00,17.50,22.17,0.00,0.00,0,2.00,0.00,0.00,50.00,69.00,0.00,4.00,0.00,43.00,189.00,181.00,0.00,16.00,0.00,64.00,978.00,963.00,0.00
1156.00,"Schoolhouse Point Mound","Tonto Basin","Tonto--Salt Arm",0.00,1.00,4.00,499800,3723300,59.60,86.89,96.56,87.06,0.00,0.00,1,11.00,429.00,476.00,93.00,144.00,0.00,20.00,958.00,1231.00,258.00,288.00,0.00,62.00,1736.00,3176.00,1838.00,1062.00,0.00
1160.00,"Cooper Forks Cliff Dwelling","Central Arizona Highlands","Tonto--Salt Arm",0.00,0.00,2.00,513490,3745300,0.00,16.39,9.11,0.00,0.00,0.00,0,1.00,0.00,22.00,32.00,0.00,0.00,13.00,138.00,457.00,787.00,100.00,70.00,40.00,674.00,1059.00,1616.00,646.00,70.00
1161.00,"Cock's Comb Ridge","Central Arizona Highlands","Tonto--Salt Arm",0.00,0.00,1.00,512076,3747584,0.00,0.00,15.36,0.00,0.00,0.00,0,1.00,0.00,0.00,29.00,0.00,0.00,9.00,22.00,277.00,439.00,0.00,0.00,41.00,780.00,1083.00,1435.00,566.00,70.00
1163.00,"Pottery Point Ruin","Central Arizona Highlands","Tonto--Salt Arm",0.00,0.00,1.00,517899,3736432,0.00,0.00,12.98,0.00,0.00,0.00,0,2.00,19.00,27.00,48.00,0.00,0.00,13.00,312.00,356.00,603.00,303.00,70.00,38.00,600.00,1226.00,1693.00,559.00,70.00
1164.00,"AZ V:1:167","Central Arizona Highlands","Tonto--Salt Arm",0.00,99.00,1.00,511421,3741257,0.00,0.00,8.05,0.00,0.00,0.00,0,2.00,0.00,0.00,56.00,0.00,0.00,17.00,277.00,583.00,851.00,100.00,70.00,47.00,650.00,1533.00,1925.00,604.00,70.00
1165.00,"Upper Coon Creek","Central Arizona Highlands","Tonto--Salt Arm",0.00,99.00,1.00,510800,3735440,0.00,0.00,11.13,0.00,0.00,0.00,0,1.00,0.00,0.00,40.00,0.00,0.00,12.00,407.00,480.00,564.00,100.00,70.00,57.00,1415.00,2516.00,1904.00,629.00,70.00
1166.00,"AZ C:1:37","Central Arizona Highlands","Tonto--Salt Arm",0.00,99.00,1.00,514210,3740160,0.00,0.00,41.64,0.00,0.00,0.00,0,5.00,138.00,201.00,332.00,100.00,70.00,16.00,157.00,484.00,989.00,303.00,70.00,45.00,650.00,1415.00,1868.00,606.00,70.00
1167.00,"AZ V:1:185","Central Arizona Highlands","Tonto--Salt Arm",0.00,99.00,2.00,507760,3735050,54.90,49.50,0.00,0.00,0.00,0.00,0,4.00,272.00,273.00,120.00,0.00,0.00,5.00,272.00,273.00,160.00,0.00,0.00,62.00,1608.00,2772.00,2002.00,717.00,70.00
1171.00,"Granite Basin","Central Arizona Highlands","Tonto--Salt Arm",0.00,1.00,2.00,520662,3741746,0.00,0.00,76.73,97.21,0.00,0.00,0,1.00,0.00,0.00,143.00,203.00,0.00,11.00,157.00,305.00,680.00,303.00,70.00,44.00,584.00,1202.00,1958.00,931.00,70.00
1177.00,"Canyon Creek","Central Arizona Highlands","Tonto--Salt Arm",0.00,0.00,1.00,532041,3758303,0.00,0.00,32.68,0.00,0.00,0.00,0,1.00,0.00,0.00,141.00,0.00,0.00,7.00,0.00,0.00,504.00,500.00,0.00,30.00,53.00,274.00,1991.00,2517.00,56.00
1179.00,"Blue House Mountain","Central Arizona Highlands","Tonto--Salt Arm",0.00,1.00,2.00,539552,3761408,0.00,0.00,74.50,94.39,0.00,0.00,0,1.00,0.00,0.00,137.00,196.00,0.00,7.00,0.00,0.00,545.00,782.00,0.00,20.00,0.00,0.00,1451.00,2076.00,56.00
1181.00,"Spotted Mountain Pueblo","Central Arizona Highlands","Tonto--Salt Arm",0.00,1.00,2.00,536834,3759650,0.00,0.00,48.97,62.04,0.00,0.00,0,2.00,0.00,0.00,115.00,166.00,0.00,8.00,0.00,0.00,671.00,760.00,0.00,24.00,0.00,0.00,1575.00,2185.00,56.00
1182.00,"Canyon Butte Pueblo","Central Arizona Highlands","Tonto--Salt Arm",0.00,1.00,2.00,534324,3750775,0.00,0.00,39.08,49.51,0.00,0.00,0,1.00,0.00,0.00,74.00,104.00,0.00,2.00,0.00,0.00,172.00,244.00,0.00,25.00,0.00,64.00,1469.00,1680.00,56.00
1185.00,"Ruins Tank","Central Arizona Highlands","Tonto--Salt Arm",0.00,1.00,2.00,538534,3751899,0.00,0.00,56.14,71.13,0.00,0.00,0,1.00,0.00,0.00,98.00,140.00,0.00,3.00,0.00,0.00,193.00,274.00,0.00,24.00,0.00,64.00,1299.00,1580.00,56.00
1186.00,"AZ V:2:83","Central Arizona Highlands","Tonto--Salt Arm",0.00,99.00,2.00,534841,3742870,0.00,0.00,13.27,16.82,0.00,0.00,0,2.00,0.00,0.00,50.00,69.00,0.00,4.00,0.00,43.00,189.00,181.00,0.00,16.00,0.00,64.00,929.00,891.00,0.00
1190.00,"Carrizo Ruin","Central Arizona Highlands","Carrizo Creek",0.00,1.00,2.00,566248,3762335,0.00,0.00,28.69,36.34,0.00,0.00,0,1.00,0.00,0.00,50.00,72.00,0.00,4.00,70.00,66.00,74.00,88.00,0.00,9.00,142.00,88.00,245.00,428.00,0.00
1191.00,"Roundy Ruin","Silver Creek","Silver Creek",1.00,1.00,2.00,583257,3795217,30.65,27.64,0.00,0.00,0.00,0.00,0,1.00,56.00,38.00,0.00,0.00,0.00,1.00,56.00,38.00,0.00,0.00,0.00,9.00,101.00,1062.00,1062.00,750.00,0.00
1192.00,"Shumway Ruin","Silver Creek","Silver Creek",1.00,1.00,3.00,585515,3809028,0.00,175.07,244.70,235.74,0.00,0.00,0,2.00,0.00,300.00,390.00,390.00,0.00,2.00,0.00,300.00,390.00,390.00,0.00,14.00,538.00,1327.00,690.00,870.00,0.00
1193.00,"Fourmile Ruin","Silver Creek","Silver Creek",1.00,1.00,3.00,579712,3813833,0.00,208.49,291.42,280.75,0.00,0.00,0,4.00,0.00,484.00,300.00,480.00,0.00,4.00,0.00,484.00,300.00,480.00,0.00,8.00,196.00,962.00,690.00,870.00,0.00
1195.00,"Bailey Ruin","Silver Creek","Silver Creek",0.00,1.00,2.00,553288,3799313,0.00,125.50,69.76,0.00,0.00,0.00,0,1.00,0.00,221.00,315.00,0.00,0.00,1.00,0.00,221.00,315.00,0.00,0.00,4.00,0.00,565.00,627.00,80.00,0.00
1196.00,"NA 4566","Silver Creek","Silver Creek",0.00,1.00,1.00,579766,3814713,0.00,39.23,0.00,0.00,0.00,0.00,0,4.00,0.00,484.00,300.00,480.00,0.00,4.00,0.00,484.00,300.00,480.00,0.00,8.00,196.00,962.00,690.00,870.00,0.00
1198.00,"Pottery Hill--Silver Creek","Silver Creek","Silver Creek",1.00,1.00,1.00,576332,3792844,0.00,44.25,0.00,0.00,0.00,0.00,0,1.00,0.00,96.00,0.00,0.00,0.00,3.00,0.00,408.00,312.00,80.00,0.00,8.00,101.00,794.00,672.00,360.00,0.00
1199.00,"Pinedale Ruin","Silver Creek","Silver Creek",0.00,1.00,3.00,570379,3795397,0.00,145.33,203.14,195.70,0.00,0.00,0,2.00,0.00,312.00,312.00,80.00,0.00,3.00,0.00,408.00,312.00,80.00,0.00,6.00,56.00,699.00,627.00,80.00,0.00
1204.00,"Grasshopper","Central Arizona Highlands","Tonto--Salt Arm",1.00,1.00,2.00,535568,3769962,0.00,0.00,276.84,350.74,0.00,0.00,0,2.00,0.00,0.00,360.00,600.00,0.00,5.00,0.00,0.00,519.00,826.00,0.00,16.00,0.00,213.00,1507.00,1975.00,56.00
1207.00,"Brush Mountain","Central Arizona Highlands","Tonto--Salt Arm",0.00,1.00,2.00,533053,3762195,0.00,0.00,78.95,100.02,0.00,0.00,0,3.00,0.00,0.00,200.00,286.00,0.00,9.00,0.00,0.00,641.00,734.00,56.00,26.00,53.00,253.00,1877.00,2398.00,56.00
1208.00,"Red Rock House","Central Arizona Highlands","Tonto--Salt Arm",0.00,0.00,1.00,530311,3764509,0.00,0.00,0.00,13.56,0.00,0.00,0,1.00,0.00,0.00,48.00,48.00,0.00,7.00,0.00,0.00,410.00,402.00,56.00,31.00,130.00,323.00,1957.00,2390.00,56.00
1209.00,"Oak Creek Pueblo","Central Arizona Highlands","Tonto--Salt Arm",0.00,0.00,2.00,527808,3764965,0.00,0.00,0.00,24.05,29.40,0.00,0,1.00,0.00,0.00,0.00,38.00,56.00,4.00,0.00,0.00,230.00,346.00,56.00,31.00,130.00,323.00,1957.00,2390.00,56.00
1210.00,"Red Canyon Pueblo","Central Arizona Highlands","Tonto--Salt Arm",0.00,1.00,2.00,539967,3768079,0.00,0.00,28.69,36.34,0.00,0.00,0,1.00,0.00,0.00,50.00,72.00,0.00,4.00,0.00,0.00,547.00,868.00,0.00,16.00,0.00,0.00,1301.00,1902.00,56.00
1212.00,"Blue Springs Ruin","Central Arizona Highlands","Carrizo Creek",0.00,0.00,2.00,563076,3769923,0.00,15.02,18.37,0.00,0.00,0.00,0,2.00,72.00,22.00,32.00,0.00,0.00,5.00,142.00,88.00,56.00,16.00,0.00,7.00,142.00,88.00,106.00,228.00,0.00
1213.00,"Cibecue Creek Ruin","Central Arizona Highlands","Tonto--Salt Arm",0.00,1.00,1.00,548462,3764268,0.00,0.00,0.00,68.00,0.00,0.00,0,1.00,0.00,0.00,0.00,140.00,0.00,1.00,0.00,0.00,0.00,140.00,0.00,20.00,142.00,88.00,1306.00,1830.00,0.00
1217.00,"Tundastusa","Silver Creek","Carrizo Creek",1.00,1.00,3.00,585736,3779723,0.00,223.84,312.88,301.42,0.00,0.00,0,1.00,0.00,252.00,360.00,0.00,0.00,2.00,45.00,316.00,360.00,0.00,0.00,5.00,101.00,450.00,360.00,280.00,0.00
1221.00,"Ormand Village","Upper Gila","Upper Gila",1.00,1.00,3.00,723089,3647578,0.00,0.00,59.84,86.87,83.40,0.00,1,1.00,0.00,0.00,123.00,175.00,123.00,3.00,77.00,98.00,263.00,609.00,603.00,11.00,154.00,196.00,630.00,1032.00,748.00
1223.00,"Villareal II","Upper Gila","Upper Gila",0.00,0.00,3.00,728235,3653410,0.00,0.00,18.02,26.16,25.12,0.00,1,2.00,0.00,0.00,34.00,384.00,514.00,4.00,77.00,98.00,224.00,554.00,514.00,12.00,154.00,196.00,731.00,1176.00,748.00
1224.00,"Dutch Ruin","Upper Gila","Upper Gila",99.00,99.00,4.00,708868,3617870,0.00,83.94,118.21,133.05,120.48,0.00,1,2.00,0.00,154.00,406.00,580.00,196.00,3.00,0.00,154.00,467.00,666.00,196.00,4.00,330.00,574.00,1067.00,1086.00,196.00
1228.00,"Spier 175","Upper Little Colorado","White Mountains",0.00,1.00,2.00,650711,3818513,0.00,0.00,35.26,42.74,0.00,0.00,0,4.00,0.00,85.00,291.00,325.00,0.00,5.00,16.00,96.00,291.00,325.00,0.00,8.00,93.00,194.00,631.00,711.00,0.00
1229.00,"Rattlesnake Point","Upper Little Colorado","White Mountains",1.00,1.00,2.00,651614,3802241,0.00,0.00,53.77,68.12,0.00,0.00,0,2.00,0.00,0.00,200.00,288.00,0.00,5.00,139.00,178.00,455.00,466.00,0.00,12.00,155.00,414.00,1026.00,1071.00,0.00
1231.00,"Sherwood Ranch","Upper Little Colorado","White Mountains",1.00,1.00,3.00,651826,3794047,0.00,116.59,162.96,156.99,0.00,0.00,0,2.00,0.00,140.00,280.00,280.00,0.00,5.00,62.00,220.00,489.00,496.00,0.00,12.00,416.00,639.00,1158.00,883.00,0.00
1234.00,"AZ Q:11:44","Upper Little Colorado","White Mountains",0.00,0.00,4.00,650944,3798019,27.66,40.34,44.82,40.41,0.00,0.00,0,2.00,62.00,80.00,115.00,80.00,0.00,6.00,62.00,220.00,595.00,648.00,0.00,10.00,416.00,455.00,932.00,883.00,0.00
1235.00,"Baca Pueblo","Upper Little Colorado","White Mountains",1.00,1.00,2.00,652068,3800646,0.00,0.00,48.97,62.04,0.00,0.00,0,2.00,0.00,0.00,200.00,288.00,0.00,7.00,139.00,318.00,735.00,746.00,0.00,13.00,264.00,466.00,1101.00,1123.00,0.00
1237.00,"Table Rock Pueblo","Upper Little Colorado","White Mountains",0.00,0.00,2.00,651200,3818350,0.00,0.00,46.54,58.96,0.00,0.00,0,4.00,0.00,85.00,291.00,325.00,0.00,5.00,16.00,96.00,291.00,325.00,0.00,8.00,93.00,194.00,631.00,711.00,0.00
1239.00,"Bean Patch","Zuni","Carrizo",0.00,0.00,2.00,670573,3835009,18.48,22.41,0.00,0.00,0.00,0.00,0,1.00,46.00,46.00,0.00,0.00,0.00,1.00,46.00,46.00,0.00,0.00,0.00,3.00,204.00,151.00,0.00,0.00,0.00
1240.00,"Garcia Ranch","Zuni","Carrizo",1.00,1.00,2.00,674550,3824234,41.10,49.83,0.00,0.00,0.00,0.00,0,1.00,105.00,105.00,0.00,0.00,0.00,1.00,105.00,105.00,0.00,0.00,0.00,5.00,404.00,151.00,0.00,0.00,0.00
1244.00,"Carter Ranch Pueblo","Silver Creek","Hay Hollow",1.00,1.00,1.00,599167,3818984,32.21,0.00,0.00,0.00,0.00,0.00,0,4.00,286.00,99.00,0.00,0.00,0.00,8.00,636.00,571.00,0.00,0.00,0.00,12.00,692.00,1091.00,390.00,390.00,0.00
1245.00,"Broken K Pueblo","Silver Creek","Hay Hollow",1.00,1.00,2.00,598429,3821897,70.06,30.74,0.00,0.00,0.00,0.00,0,2.00,208.00,144.00,0.00,0.00,0.00,7.00,636.00,343.00,0.00,0.00,0.00,10.00,692.00,791.00,0.00,0.00,0.00
1247.00,"Hardscrabble Ruin","Zuni","Hardscrabble",0.00,0.00,2.00,656422,3858127,78.56,36.60,0.00,0.00,0.00,0.00,0,1.00,56.00,80.00,0.00,0.00,0.00,1.00,56.00,80.00,0.00,0.00,0.00,2.00,98.00,140.00,0.00,0.00,0.00
1252.00,"Houghton Site","Puerco West","Petrified Forest",0.00,0.00,1.00,601575,3859767,145.35,0.00,0.00,0.00,0.00,0.00,0,1.00,150.00,0.00,0.00,0.00,0.00,3.00,217.00,82.00,0.00,0.00,0.00,10.00,217.00,422.00,562.00,376.00,74.00
1253.00,"Puerco Ruin","Puerco West","Petrified Forest",0.00,1.00,3.00,610318,3870519,0.00,83.27,112.58,49.40,0.00,0.00,0,3.00,0.00,40.00,88.00,40.00,0.00,3.00,0.00,40.00,88.00,40.00,0.00,10.00,217.00,422.00,562.00,376.00,74.00
1254.00,"Wallace Tank Ruin","Puerco West","Petrified Forest",0.00,1.00,3.00,614050,3859557,0.00,92.04,279.86,293.21,0.00,0.00,0,1.00,0.00,231.00,330.00,231.00,0.00,4.00,0.00,300.00,474.00,336.00,74.00,10.00,217.00,422.00,562.00,376.00,74.00
1256.00,"Seven Springs","Zuni","Hardscrabble",0.00,1.00,2.00,637523,3849470,106.85,111.95,0.00,0.00,0.00,0.00,0,1.00,85.00,122.00,0.00,0.00,0.00,1.00,85.00,122.00,0.00,0.00,0.00,2.00,127.00,182.00,0.00,0.00,0.00
1258.00,"Malpais Spring","Middle Little Colorado","Hopi Buttes",0.00,1.00,2.00,580104,3909782,31.34,27.70,0.00,0.00,0.00,0.00,0,1.00,29.00,20.00,0.00,0.00,0.00,1.00,29.00,20.00,0.00,0.00,0.00,4.00,29.00,160.00,325.00,164.00,0.00
1259.00,"Chezhinchotah","Middle Little Colorado","Hopi Buttes",0.00,0.00,1.00,558789,3907972,14.42,0.00,0.00,0.00,0.00,0.00,0,1.00,12.00,0.00,0.00,0.00,0.00,1.00,12.00,0.00,0.00,0.00,0.00,1.00,12.00,0.00,0.00,0.00,0.00
1260.00,"Bidahochi","Middle Little Colorado","Hopi Buttes",0.00,1.00,1.00,589658,3909485,0.00,0.00,186.25,0.00,0.00,0.00,0,1.00,0.00,0.00,210.00,0.00,0.00,3.00,0.00,140.00,325.00,164.00,0.00,4.00,29.00,160.00,325.00,164.00,0.00
1262.00,"Homol'ovi III","Middle Little Colorado","Homolovi",0.00,1.00,1.00,529423,3883228,0.00,18.59,0.00,0.00,0.00,0.00,0,2.00,0.00,176.00,0.00,0.00,0.00,7.00,0.00,416.00,450.00,1162.00,0.00,10.00,0.00,464.00,514.00,1246.00,0.00
1263.00,"Homol'ovi II","Middle Little Colorado","Homolovi",0.00,1.00,1.00,532670,3882321,0.00,0.00,0.00,549.39,0.00,0.00,0,1.00,0.00,0.00,0.00,600.00,0.00,7.00,0.00,416.00,450.00,1162.00,0.00,10.00,0.00,464.00,514.00,1246.00,0.00
1264.00,"Cottonwood Creek","Middle Little Colorado","Homolovi",0.00,1.00,3.00,537884,3873670,0.00,32.59,99.10,103.82,0.00,0.00,0,3.00,0.00,48.00,64.00,84.00,0.00,6.00,0.00,288.00,514.00,634.00,0.00,15.00,0.00,628.00,724.00,1630.00,0.00
1267.00,"Homol'ovi I","Middle Little Colorado","Homolovi",0.00,1.00,3.00,532405,3877118,0.00,209.99,638.53,669.00,0.00,0.00,0,4.00,0.00,240.00,450.00,562.00,0.00,9.00,0.00,324.00,514.00,1246.00,0.00,13.00,0.00,604.00,724.00,1546.00,0.00
1271.00,"Scribe S","Zuni","Zuni",0.00,0.00,2.00,742463,3889619,95.73,116.05,0.00,0.00,0.00,0.00,0,2.00,246.00,616.00,528.00,0.00,0.00,6.00,246.00,1568.00,1274.00,0.00,0.00,29.00,1025.00,4074.00,2174.00,375.00,0.00
1272.00,"Upper Nutria","Zuni","Zuni",0.00,1.00,2.00,721190,3905394,0.00,41.71,116.25,0.00,0.00,0.00,0,1.00,0.00,88.00,126.00,0.00,0.00,2.00,350.00,588.00,126.00,0.00,0.00,17.00,850.00,1723.00,1092.00,903.00,0.00
1273.00,"Lower Deracho","Zuni","Zuni",0.00,1.00,2.00,725586,3889871,133.51,161.86,0.00,0.00,0.00,0.00,0,3.00,389.00,709.00,0.00,0.00,0.00,16.00,493.00,968.00,766.00,636.00,0.00,44.00,2244.00,5505.00,2436.00,1424.00,0.00
1275.00,"Day Ranch","Zuni","Zuni",0.00,1.00,1.00,726780,3889696,0.00,295.53,0.00,0.00,0.00,0.00,0,4.00,389.00,839.00,130.00,0.00,0.00,21.00,628.00,1755.00,774.00,636.00,0.00,49.00,2202.00,6778.00,3844.00,1799.00,0.00
1279.00,"Halona:wa South","Zuni","Zuni",0.00,1.00,2.00,695661,3882107,0.00,77.32,215.48,0.00,0.00,0.00,0,3.00,0.00,213.00,302.00,181.00,258.00,7.00,0.00,213.00,600.00,591.00,1045.00,11.00,85.00,468.00,855.00,591.00,1388.00
1280.00,"Atsinna","Zuni","Zuni",0.00,1.00,3.00,741714,3880276,0.00,144.42,435.95,203.09,0.00,0.00,0,3.00,6.00,501.00,662.00,375.00,0.00,7.00,15.00,1350.00,1408.00,375.00,0.00,27.00,636.00,3709.00,2174.00,375.00,0.00
1282.00,"Cienega","Zuni","Zuni",0.00,1.00,3.00,743741,3886875,0.00,90.21,272.33,126.86,0.00,0.00,0,2.00,0.00,656.00,746.00,0.00,0.00,9.00,252.00,2069.00,1936.00,375.00,0.00,27.00,636.00,3709.00,2174.00,375.00,0.00
1283.00,"Mirabal","Zuni","Zuni",1.00,1.00,2.00,743328,3886372,0.00,157.82,198.71,0.00,0.00,0.00,0,2.00,0.00,656.00,746.00,0.00,0.00,9.00,252.00,2069.00,1936.00,375.00,0.00,28.00,660.00,3709.00,2174.00,375.00,0.00
1284.00,"Tinaja","Zuni","Zuni",0.00,1.00,1.00,750317,3883819,0.00,102.54,0.00,0.00,0.00,0.00,0,1.00,0.00,114.00,0.00,0.00,0.00,1.00,0.00,114.00,0.00,0.00,0.00,16.00,393.00,2919.00,1980.00,375.00,0.00
1285.00,"North Atsinna","Zuni","Zuni",0.00,1.00,2.00,741288,3880454,0.00,47.91,60.33,0.00,0.00,0.00,0,3.00,6.00,501.00,662.00,375.00,0.00,7.00,15.00,1350.00,1408.00,375.00,0.00,28.00,660.00,3709.00,2174.00,375.00,0.00
1286.00,"Kyaki:ma","Zuni","Zuni",0.00,1.00,3.00,701362,3879380,0.00,0.00,0.00,0.00,95.86,138.64,0,1.00,0.00,0.00,0.00,0.00,83.00,5.00,0.00,213.00,600.00,477.00,896.00,15.00,684.00,1346.00,1396.00,1127.00,1116.00
1287.00,"Yellowhouse","Zuni","Zuni",0.00,1.00,2.00,710143,3888144,0.00,98.67,124.23,0.00,0.00,0.00,0,1.00,0.00,255.00,255.00,0.00,0.00,6.00,179.00,699.00,796.00,536.00,0.00,31.00,1433.00,3226.00,2144.00,1984.00,1014.00
1289.00,"Kwa'kin'a","Zuni","Zuni",0.00,1.00,3.00,686276,3878203,0.00,0.00,0.00,0.00,71.26,100.88,0,1.00,0.00,0.00,0.00,0.00,71.00,2.00,0.00,0.00,0.00,31.00,102.00,16.00,323.00,415.00,613.00,676.00,1843.00
1290.00,"Big House","Puerco West","Upper Puerco",0.00,1.00,3.00,685831,3914101,202.84,284.98,128.78,0.00,0.00,0.00,0,2.00,210.00,317.00,234.00,0.00,0.00,8.00,355.00,418.00,234.00,0.00,0.00,15.00,460.00,737.00,234.00,0.00,0.00
1291.00,"Naat'a'anii Bikin","Puerco West","Upper Puerco",0.00,99.00,2.00,685868,3914779,0.00,23.06,12.82,0.00,0.00,0.00,0,3.00,210.00,335.00,234.00,0.00,0.00,8.00,355.00,418.00,234.00,0.00,0.00,15.00,460.00,737.00,234.00,0.00,0.00
1292.00,"Lookout Site","Zuni","Zuni",0.00,1.00,1.00,739100,3884350,0.00,171.26,0.00,0.00,0.00,0.00,0,1.00,0.00,180.00,0.00,0.00,0.00,11.00,288.00,2576.00,1972.00,375.00,0.00,31.00,1025.00,4099.00,2174.00,375.00,0.00
1294.00,"Pueblo de los Muertos","Zuni","Zuni",0.00,1.00,3.00,742705,3889996,0.00,145.11,438.04,204.07,0.00,0.00,0,2.00,246.00,616.00,528.00,0.00,0.00,6.00,246.00,1568.00,1274.00,0.00,0.00,29.00,1025.00,4074.00,2174.00,375.00,0.00
1298.00,"Jack's Lake","Zuni","Zuni",0.00,1.00,1.00,719562,3875748,0.00,144.45,0.00,0.00,0.00,0.00,0,1.00,0.00,172.00,0.00,0.00,0.00,5.00,608.00,1458.00,0.00,0.00,0.00,32.00,1407.00,3580.00,1993.00,1724.00,0.00
1299.00,"Box S","Zuni","Zuni",1.00,1.00,2.00,724326,3901602,176.39,496.90,0.00,0.00,0.00,0.00,0,1.00,350.00,500.00,0.00,0.00,0.00,2.00,350.00,588.00,126.00,0.00,0.00,34.00,1281.00,2887.00,1653.00,1424.00,0.00
1303.00,"Upper Pescado","Zuni","Zuni",0.00,1.00,2.00,721157,3887352,0.00,0.00,197.72,109.58,0.00,0.00,0,4.00,9.00,13.00,572.00,636.00,0.00,14.00,1002.00,1424.00,748.00,888.00,0.00,41.00,2012.00,4635.00,1782.00,1424.00,0.00
1306.00,"LA 15560","Zuni","Zuni",0.00,99.00,4.00,713576,3887583,11.81,17.23,19.15,17.26,0.00,0.00,0,2.00,165.00,234.00,16.00,11.00,0.00,10.00,188.00,732.00,1248.00,1055.00,0.00,32.00,1748.00,3670.00,1991.00,1803.00,756.00
1308.00,"Pescado West","Zuni","Zuni",0.00,1.00,2.00,720246,3887321,0.00,0.00,102.56,124.33,0.00,0.00,0,4.00,9.00,13.00,572.00,636.00,0.00,17.00,1011.00,1645.00,1289.00,1424.00,0.00,41.00,2012.00,4635.00,1782.00,1424.00,0.00
1309.00,"Lower Pescado Ruin","Zuni","Zuni",0.00,1.00,2.00,720820,3887820,0.00,0.00,47.91,58.08,0.00,0.00,0,5.00,9.00,28.00,572.00,636.00,0.00,16.00,1002.00,1634.00,1273.00,1413.00,0.00,41.00,1998.00,4709.00,1908.00,1424.00,0.00
1310.00,"LA 47563","Puerco West","Upper Puerco",0.00,0.00,2.00,686938,3916607,52.25,47.11,0.00,0.00,0.00,0.00,0,2.00,53.00,55.00,0.00,0.00,0.00,8.00,355.00,418.00,234.00,0.00,0.00,15.00,460.00,737.00,234.00,0.00,0.00
1314.00,"Los Gigantes","Zuni","Zuni",1.00,1.00,2.00,736862,3886493,85.27,37.41,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,16.00,470.00,2366.00,1371.00,0.00,0.00,35.00,1034.00,4112.00,2746.00,1011.00,0.00
1316.00,"Spier 81","Zuni","Zuni",1.00,1.00,2.00,714550,3887730,183.67,101.79,0.00,0.00,0.00,0.00,0,4.00,165.00,444.00,541.00,536.00,0.00,13.00,622.00,1166.00,1544.00,1424.00,0.00,35.00,1816.00,3766.00,2025.00,1803.00,756.00
1321.00,"LA 109857","Zuni","Zuni",0.00,0.00,2.00,734907,3887827,25.23,13.98,0.00,0.00,0.00,0.00,0,5.00,132.00,723.00,44.00,0.00,0.00,14.00,266.00,1110.00,108.00,0.00,0.00,39.00,1398.00,4632.00,2922.00,1263.00,0.00
1322.00,"Brooklyn Basin","Verde/New River","Perry Mesa",0.00,0.00,3.00,408382,3780908,0.00,0.00,93.67,135.98,130.55,0.00,0,4.00,0.00,0.00,591.00,687.00,448.00,13.00,0.00,228.00,1291.00,1453.00,615.00,45.00,213.00,228.00,2592.00,3311.00,933.00
1327.00,"LA 109993","Zuni","Zuni",0.00,1.00,1.00,693550,3893830,76.78,0.00,0.00,0.00,0.00,0.00,0,1.00,85.00,0.00,0.00,0.00,0.00,1.00,85.00,0.00,0.00,0.00,0.00,11.00,133.00,468.00,855.00,591.00,1116.00
1328.00,"Binna:wa","Zuni","Zuni",0.00,1.00,3.00,694140,3881223,0.00,0.00,0.00,33.95,103.25,108.17,0,2.00,0.00,157.00,225.00,83.00,118.00,5.00,0.00,213.00,600.00,591.00,830.00,14.00,85.00,468.00,855.00,667.00,1843.00
1339.00,"Richinbar Site (B)","Verde/New River","Perry Mesa",0.00,0.00,2.00,398132,3784646,0.00,0.00,23.22,29.42,0.00,0.00,0,2.00,0.00,0.00,67.00,96.00,29.00,15.00,125.00,110.00,786.00,1008.00,130.00,36.00,239.00,228.00,2153.00,2682.00,933.00
1341.00,"Pueblo Pato","Verde/New River","Perry Mesa",0.00,1.00,2.00,401436,3784937,0.00,0.00,103.50,131.13,0.00,0.00,0,2.00,0.00,110.00,360.00,400.00,0.00,17.00,125.00,110.00,895.00,1163.00,239.00,35.00,213.00,228.00,2153.00,2682.00,933.00
1342.00,"Rattlesnake House I & II","Verde/New River","Perry Mesa",0.00,0.00,3.00,402330,3783903,0.00,50.19,70.16,67.59,0.00,0.00,0,2.00,0.00,110.00,360.00,400.00,0.00,18.00,125.00,110.00,1172.00,1402.00,373.00,37.00,213.00,228.00,2259.00,2834.00,933.00
