"SWSN_ID","SWSN_Site","Macro","Micro","GKPM","GKPMPZ","Periods","EASTING","NORTHING","P1room","P2room","P3room","P4room","P5room","P6room","N0S1","P2CT","P2P1200","P2P1250","P2P1300","P2P1350","P2P1400","P7CT","P7P1200","P7P1250","P7P1300","P7P1350","P7P1400","P18CT","P18P1200","P18P1250","P18P1300","P18P1350","P18P1400"
1742.00,"Whiptail Ruin","Santa Cruz","Rillito",1.00,1.00,2.00,525000,3571200,37.26,39.04,0.00,0.00,0.00,0.00,1,1.00,56.00,80.00,0.00,0.00,0.00,3.00,150.00,157.00,0.00,0.00,0.00,8.00,517.00,631.00,300.00,300.00,300.00
1744.00,"Tanque Verde Village","Santa Cruz","Rillito",0.00,0.00,2.00,526400,3555500,31.34,39.71,0.00,0.00,0.00,0.00,1,2.00,77.00,94.00,0.00,0.00,0.00,2.00,77.00,94.00,0.00,0.00,0.00,5.00,161.00,216.00,0.00,0.00,0.00
1748.00,"Brady Wash","Phoenix Basin","Picacho",1.00,1.00,4.00,460800,3635500,101.48,147.96,164.42,148.24,0.00,0.00,1,2.00,170.00,217.00,345.00,267.00,35.00,4.00,220.00,252.00,380.00,317.00,70.00,13.00,659.00,1027.00,1487.00,1216.00,336.00
1750.00,"Mendoza Canyon","Papagueria","Coyote Mountains",1.00,1.00,5.00,453300,3536700,28.75,36.85,40.87,41.04,36.44,0.00,1,2.00,56.00,70.00,101.00,101.00,70.00,4.00,85.00,106.00,154.00,154.00,106.00,4.00,85.00,106.00,154.00,154.00,106.00
1751.00,"Escalante","Phoenix Basin","Casa Grande",1.00,1.00,4.00,459721,3656826,55.55,80.99,90.00,81.14,0.00,0.00,1,1.00,97.00,123.00,176.00,123.00,0.00,4.00,341.00,419.00,578.00,419.00,35.00,11.00,1584.00,1905.00,2501.00,2143.00,918.00
1754.00,"Las Acequias","Phoenix Basin","Phoenix",1.00,1.00,4.00,418355,3697033,152.87,222.88,247.68,223.31,0.00,0.00,1,1.00,0.00,0.00,353.00,504.00,353.00,16.00,2679.00,2956.00,3845.00,2773.00,1003.00,49.00,6250.00,6921.00,9635.00,7140.00,2613.00
1759.00,"Dakota Wash","Santa Cruz","Santa Cruz River",0.00,0.00,2.00,499000,3557400,12.20,11.02,0.00,0.00,0.00,0.00,1,1.00,21.00,14.00,0.00,0.00,0.00,7.00,248.00,268.00,621.00,621.00,614.00,17.00,961.00,1146.00,1423.00,1123.00,818.00
1763.00,"Hodges Ruin","Santa Cruz","Santa Cruz River",0.00,0.00,2.00,498800,3572600,31.34,39.71,0.00,0.00,0.00,0.00,1,2.00,266.00,380.00,210.00,0.00,0.00,5.00,310.00,437.00,292.00,82.00,57.00,13.00,1000.00,1369.00,634.00,424.00,385.00
1764.00,"Romero Ruin","Santa Cruz","Santa Cruz River",0.00,0.00,2.00,508153,3586933,78.95,100.02,0.00,0.00,0.00,0.00,1,1.00,147.00,210.00,0.00,0.00,0.00,1.00,147.00,210.00,0.00,0.00,0.00,10.00,815.00,1098.00,416.00,187.00,98.00
1766.00,"Los Morteros","Santa Cruz","Santa Cruz River",1.00,1.00,2.00,487000,3584000,121.31,153.69,0.00,0.00,0.00,0.00,1,2.00,420.00,600.00,0.00,0.00,0.00,3.00,476.00,680.00,0.00,0.00,0.00,8.00,1405.00,2003.00,271.00,61.00,43.00
1768.00,"Hay Hook Ranch","Papagueria","Coyote Mountains",1.00,1.00,5.00,451400,3535000,13.30,17.05,18.91,18.99,16.86,0.00,1,1.00,18.00,22.00,32.00,32.00,22.00,4.00,85.00,106.00,154.00,154.00,106.00,4.00,85.00,106.00,154.00,154.00,106.00
1771.00,"Casa Buena","Phoenix Basin","Phoenix",1.00,1.00,5.00,403987,3703777,122.17,174.90,203.09,209.03,186.07,0.00,1,6.00,925.00,746.00,756.00,675.00,235.00,13.00,1548.00,1675.00,1869.00,1069.00,337.00,43.00,6658.00,7585.00,10074.00,7063.00,2348.00
1808.00,"Kuykendall","Chihuahuan Lowlands","Sulphur Spring",0.00,0.00,4.00,633435,3527843,64.32,93.78,104.21,93.96,0.00,0.00,1,2.00,195.00,147.00,210.00,147.00,0.00,5.00,195.00,147.00,532.00,607.00,0.00,6.00,195.00,227.00,532.00,607.00,0.00
1817.00,"Kimble Ranch/Glass Ranch","Chihuahuan Lowlands","San Simon",0.00,0.00,1.00,668059,3510938,0.00,146.92,0.00,0.00,0.00,0.00,1,1.00,0.00,300.00,0.00,0.00,0.00,1.00,0.00,300.00,0.00,0.00,0.00,6.00,188.00,752.00,712.00,670.00,210.00
1829.00,"Curtis Ruin(Buena Vista)","Safford","Safford",0.00,0.00,5.00,634743,3635105,310.00,320.35,317.76,300.80,269.76,0.00,1,4.00,320.00,290.00,610.00,610.00,580.00,7.00,587.00,540.00,653.00,610.00,580.00,22.00,957.00,1127.00,1552.00,1619.00,781.00
1837.00,"AZ CC:1:3","Safford","Safford",0.00,0.00,3.00,609150,3641500,0.00,0.00,12.66,39.16,40.50,0.00,1,1.00,0.00,0.00,58.00,83.00,58.00,4.00,304.00,214.00,58.00,83.00,58.00,22.00,892.00,1233.00,720.00,728.00,438.00
1847.00,"Fort Grant Pueblo","Safford","Fort Grant",0.00,1.00,4.00,601000,3608100,0.00,28.58,84.30,103.67,95.82,0.00,1,1.00,0.00,115.00,147.00,210.00,147.00,2.00,0.00,213.00,287.00,308.00,147.00,3.00,0.00,213.00,324.00,361.00,184.00
1865.00,"Mercer Ruin","Verde/New River","Verde",0.00,0.00,2.00,433386,3763800,0.00,0.00,126.59,160.38,0.00,0.00,0,3.00,100.00,70.00,221.00,316.00,0.00,20.00,616.00,520.00,1100.00,1425.00,350.00,39.00,979.00,728.00,1592.00,2126.00,350.00
1926.00,"Drip","Phoenix Basin","Picacho",0.00,0.00,2.00,458200,3629500,12.20,11.02,0.00,0.00,0.00,0.00,1,1.00,50.00,35.00,0.00,0.00,0.00,3.00,220.00,252.00,345.00,267.00,35.00,15.00,616.00,959.00,1396.00,1163.00,336.00
1939.00,"Lower Pescado Village","Zuni","Zuni",0.00,1.00,2.00,718480,3888760,0.00,0.00,203.86,112.98,0.00,0.00,0,4.00,23.00,33.00,185.00,252.00,0.00,13.00,188.00,502.00,1289.00,1424.00,0.00,41.00,1998.00,4709.00,1908.00,1424.00,0.00
1946.00,"Twin Towers","Middle San Juan","Horse Mesa",0.00,0.00,2.00,681700,4085767,39.84,38.38,0.00,0.00,0.00,0.00,0,1.00,40.00,28.00,0.00,0.00,0.00,1.00,40.00,28.00,0.00,0.00,0.00,2.00,80.00,56.00,0.00,0.00,0.00
1953.00,"North Mesa","Flagstaff","Wupatki",0.00,0.00,1.00,459430,3937680,19.90,0.00,0.00,0.00,0.00,0.00,0,1.00,18.00,0.00,0.00,0.00,0.00,4.00,98.00,0.00,0.00,0.00,0.00,12.00,370.00,107.00,0.00,0.00,0.00
1956.00,"Juniper Terrace","Flagstaff","Wupatki",0.00,1.00,2.00,452500,3928650,45.79,44.11,0.00,0.00,0.00,0.00,0,3.00,107.00,33.00,0.00,0.00,0.00,4.00,125.00,33.00,0.00,0.00,0.00,10.00,328.00,107.00,0.00,0.00,0.00
1957.00,"Cosnino Caves","Flagstaff","Flagstaff",0.00,0.00,1.00,462880,3901315,19.14,0.00,0.00,0.00,0.00,0.00,0,1.00,17.00,0.00,0.00,0.00,0.00,4.00,88.00,10.00,0.00,0.00,0.00,13.00,401.00,117.00,39.00,0.00,0.00
1959.00,"Two Kivas","Flagstaff","Flagstaff",0.00,0.00,2.00,465480,3899360,16.08,15.49,0.00,0.00,0.00,0.00,0,1.00,14.00,10.00,0.00,0.00,0.00,3.00,48.00,10.00,0.00,0.00,0.00,13.00,401.00,117.00,39.00,0.00,0.00
1967.00,"Atsee Nitsaa","Puerco West","Upper Puerco",1.00,1.00,2.00,684790,3917960,41.37,37.30,0.00,0.00,0.00,0.00,0,2.00,40.00,46.00,0.00,0.00,0.00,8.00,355.00,418.00,234.00,0.00,0.00,17.00,584.00,737.00,234.00,0.00,0.00
1984.00,"Tuzigoot","Verde/New River","Verde",0.00,0.00,4.00,406090,3847828,73.39,86.52,88.65,78.36,0.00,0.00,0,2.00,80.00,0.00,149.00,149.00,0.00,5.00,359.00,355.00,670.00,577.00,123.00,13.00,420.00,556.00,1261.00,1159.00,166.00
2077.00,"Roosevelt 9:13","Tonto Basin","Tonto--Salt Arm",0.00,0.00,2.00,499915,3725190,20.40,25.84,0.00,0.00,0.00,0.00,1,7.00,272.00,254.00,61.00,144.00,0.00,21.00,958.00,1289.00,302.00,232.00,0.00,64.00,1832.00,3195.00,1868.00,1077.00,0.00
2120.00,"Crescent Site","Safford","Aravaipa",0.00,0.00,4.00,575104,3617600,0.00,7.38,21.78,26.79,24.76,0.00,1,1.00,0.00,26.00,34.00,48.00,34.00,1.00,0.00,26.00,34.00,48.00,34.00,5.00,100.00,114.00,176.00,253.00,176.00
2121.00,"Rattlesnake Mesa","Safford","Aravaipa",0.00,1.00,4.00,566374,3628446,0.00,5.25,15.49,19.05,17.60,0.00,1,2.00,0.00,18.00,105.00,152.00,105.00,3.00,0.00,18.00,123.00,178.00,123.00,5.00,0.00,44.00,194.00,279.00,194.00
2130.00,"Stone Axe Ruin","Puerco West","Petrified Forest",0.00,1.00,3.00,618324,3858199,0.00,0.00,69.75,101.26,97.21,0.00,0,1.00,0.00,0.00,74.00,105.00,74.00,4.00,0.00,300.00,474.00,336.00,74.00,10.00,217.00,422.00,562.00,376.00,74.00
2136.00,"Mats'a:kya Ruin","Zuni","Zuni",0.00,1.00,5.00,698750,3882740,0.00,0.00,263.42,368.74,434.84,470.63,0,1.00,0.00,0.00,298.00,379.00,541.00,6.00,0.00,213.00,600.00,560.00,1014.00,14.00,250.00,912.00,1396.00,1127.00,1116.00
2140.00,"Webb Ruin","Safford","Fort Grant",0.00,1.00,3.00,593442,3611351,0.00,0.00,8.64,26.72,27.63,0.00,1,1.00,0.00,0.00,37.00,53.00,37.00,2.00,0.00,98.00,177.00,151.00,37.00,3.00,0.00,213.00,324.00,361.00,184.00
2383.00,"Earven Flat Site","Safford","Safford",0.00,1.00,2.00,636680,3638700,17.50,22.17,0.00,0.00,0.00,0.00,1,2.00,267.00,207.00,0.00,0.00,0.00,8.00,606.00,564.00,688.00,634.00,580.00,14.00,757.00,872.00,1171.00,1196.00,580.00
2414.00,"AZ CC:2:185","Safford","Safford",0.00,0.00,2.00,618850,3628500,0.00,6.58,8.29,0.00,0.00,0.00,1,2.00,0.00,48.00,56.00,0.00,0.00,12.00,307.00,540.00,442.00,421.00,131.00,32.00,1064.00,1299.00,1888.00,2060.00,1121.00
2418.00,"Krider Kiva Site","Safford","Safford",0.00,99.00,3.00,601569,3632186,0.00,0.00,4.45,13.77,14.24,0.00,1,2.00,0.00,0.00,99.00,144.00,99.00,9.00,316.00,325.00,171.00,165.00,113.00,20.00,841.00,1078.00,551.00,630.00,438.00
2445.00,"Danson 481","Zuni","Largo",0.00,0.00,2.00,738495,3818996,28.51,12.28,0.00,0.00,0.00,0.00,0,3.00,123.00,86.00,0.00,0.00,0.00,9.00,595.00,566.00,231.00,0.00,0.00,19.00,1233.00,1301.00,520.00,0.00,0.00
2493.00,"Rabid Ruin","Santa Cruz","Santa Cruz River",0.00,0.00,5.00,496972,3571201,13.47,19.29,22.40,23.06,20.52,0.00,1,1.00,22.00,29.00,40.00,40.00,29.00,6.00,321.00,451.00,313.00,103.00,71.00,12.00,853.00,1159.00,634.00,424.00,385.00
2494.00,"San Xavier Bridge","Santa Cruz","Santa Cruz River",0.00,0.00,2.00,500560,3551900,31.34,39.71,0.00,0.00,0.00,0.00,1,5.00,216.00,240.00,600.00,600.00,600.00,9.00,453.00,471.00,810.00,810.00,747.00,13.00,662.00,723.00,1152.00,1062.00,775.00
2495.00,"Continental Site","Santa Cruz","Santa Cruz River",0.00,0.00,2.00,502454,3523913,10.09,12.79,0.00,0.00,0.00,0.00,1,1.00,14.00,21.00,0.00,0.00,0.00,1.00,14.00,21.00,0.00,0.00,0.00,1.00,14.00,21.00,0.00,0.00,0.00
2496.00,"Cerro Prieto--Santa Cruz","Santa Cruz","Santa Cruz Flats",0.00,0.00,2.00,460247,3598662,121.31,153.69,0.00,0.00,0.00,0.00,1,1.00,210.00,300.00,0.00,0.00,0.00,2.00,266.00,380.00,0.00,0.00,0.00,3.00,287.00,394.00,0.00,0.00,0.00
2608.00,"Stone House Flat No.1","Verde/New River","Verde",0.00,0.00,2.00,409259,3845174,0.00,0.00,10.09,12.79,0.00,0.00,0,1.00,0.00,0.00,14.00,21.00,0.00,6.00,420.00,433.00,782.00,655.00,123.00,14.00,420.00,703.00,1471.00,1306.00,166.00
2728.00,"Old Shongopavi II","Hopi","Hopi",0.00,1.00,2.00,543337,3962037,0.00,0.00,302.59,852.40,0.00,0.00,0,6.00,190.00,844.00,1657.00,1693.00,1190.00,12.00,349.00,1079.00,1912.00,1795.00,1190.00,28.00,697.00,2040.00,2804.00,2651.00,2090.00
2729.00,"Omawovi","Hopi","Hopi",0.00,99.00,2.00,540975,3976816,16.32,19.78,0.00,0.00,0.00,0.00,0,2.00,80.00,68.00,0.00,0.00,0.00,6.00,182.00,152.00,68.00,68.00,0.00,33.00,728.00,2262.00,2740.00,2651.00,2090.00
2730.00,"Paaqapa","Hopi","Hopi",0.00,99.00,2.00,532454,3987828,22.19,62.53,0.00,0.00,0.00,0.00,0,1.00,47.00,68.00,0.00,0.00,0.00,2.00,95.00,102.00,0.00,0.00,0.00,15.00,299.00,692.00,413.00,346.00,300.00
2731.00,"Pivanhonkyapi","Hopi","Hopi",0.00,99.00,1.00,526850,3971734,0.00,62.23,0.00,0.00,0.00,0.00,0,3.00,0.00,150.00,112.00,0.00,0.00,9.00,102.00,354.00,385.00,278.00,300.00,19.00,411.00,780.00,453.00,346.00,300.00
2736.00,"LA 76368","Mogollon Highlands","Tularosa",99.00,99.00,2.00,728720,3768756,10.74,13.61,0.00,0.00,0.00,0.00,0,2.00,109.00,77.00,0.00,0.00,0.00,3.00,173.00,122.00,0.00,0.00,0.00,18.00,986.00,1016.00,0.00,0.00,0.00
2777.00,"LA 7085","Chuska/Chaco","Chuska Mountains",99.00,99.00,2.00,700503,4011941,25.44,22.64,0.00,0.00,0.00,0.00,0,10.00,158.00,308.00,29.00,0.00,0.00,37.00,403.00,590.00,136.00,0.00,0.00,54.00,629.00,689.00,147.00,0.00,0.00
2781.00,"LA 7791","Chuska/Chaco","Chuska Mountains",99.00,99.00,2.00,709373,4011762,14.50,18.38,0.00,0.00,0.00,0.00,0,1.00,9.00,13.00,0.00,0.00,0.00,12.00,121.00,111.00,11.00,0.00,0.00,55.00,643.00,689.00,147.00,0.00,0.00
2785.00,"LA 8532","Chuska/Chaco","Coyote Wash",99.00,99.00,2.00,712173,3990914,28.69,36.34,0.00,0.00,0.00,0.00,0,5.00,54.00,104.00,0.00,0.00,0.00,5.00,54.00,104.00,0.00,0.00,0.00,6.00,54.00,115.00,0.00,0.00,0.00
2793.00,"Yuma Wash--Tucson","Santa Cruz","Santa Cruz River",0.00,0.00,5.00,491326,3578528,144.79,173.45,186.29,183.86,163.12,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,2.00,221.00,314.00,21.00,21.00,14.00,9.00,797.00,1131.00,313.00,103.00,71.00
2794.00,"Cactus Forest","Phoenix Basin","Casa Grande",0.00,0.00,2.00,468648,3646774,0.00,0.00,13.52,16.40,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,50.00,50.00,50.00,35.00,12.00,748.00,1138.00,1654.00,1262.00,196.00
2795.00,"Black Axe","Puerco West","Petrified Forest",0.00,0.00,2.00,609232,3854372,0.00,0.00,46.54,58.96,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,20.00,0.00,0.00,0.00,10.00,217.00,422.00,562.00,376.00,74.00
2807.00,"CS165","Zuni","Zuni",0.00,0.00,2.00,739000,3883600,26.99,12.57,0.00,0.00,0.00,0.00,0,1.00,0.00,180.00,0.00,0.00,0.00,10.00,297.00,1648.00,1444.00,375.00,0.00,31.00,1025.00,4099.00,2174.00,375.00,0.00
2812.00,"CS195","Zuni","Zuni",0.00,99.00,2.00,733725,3888700,70.37,32.78,0.00,0.00,0.00,0.00,0,8.00,182.00,855.00,55.00,0.00,0.00,15.00,266.00,1240.00,238.00,0.00,0.00,40.00,1832.00,5066.00,2922.00,1263.00,0.00
2845.00,"LZ1232","Zuni","Zuni",0.00,0.00,2.00,736251,3886426,14.42,7.99,0.00,0.00,0.00,0.00,0,1.00,19.00,28.00,19.00,0.00,0.00,14.00,481.00,1356.00,108.00,0.00,0.00,36.00,1034.00,4112.00,2922.00,1263.00,0.00
2848.00,"LZ1245","Zuni","Zuni",0.00,0.00,2.00,737211,3887613,23.40,12.96,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,16.00,470.00,2366.00,1371.00,0.00,0.00,35.00,1034.00,4112.00,2746.00,1011.00,0.00
2853.00,"LZ1301","Zuni","Zuni",0.00,0.00,2.00,743016,3879064,18.18,8.47,0.00,0.00,0.00,0.00,0,2.00,9.00,380.00,525.00,367.00,0.00,5.00,15.00,694.00,662.00,375.00,0.00,25.00,636.00,3235.00,2044.00,375.00,0.00
2854.00,"LZ1302","Zuni","Zuni",0.00,0.00,2.00,743334,3878953,25.57,11.91,0.00,0.00,0.00,0.00,0,1.00,9.00,13.00,0.00,0.00,0.00,5.00,15.00,694.00,662.00,375.00,0.00,25.00,636.00,3235.00,2044.00,375.00,0.00
2855.00,"LZ1305","Zuni","Zuni",0.00,0.00,2.00,741539,3879905,25.57,11.91,0.00,0.00,0.00,0.00,0,3.00,6.00,501.00,662.00,375.00,0.00,6.00,15.00,1140.00,1108.00,375.00,0.00,27.00,636.00,3709.00,2174.00,375.00,0.00
2856.00,"South Ruin","Zuni","Zuni",0.00,0.00,2.00,741639,3879944,32.56,15.17,0.00,0.00,0.00,0.00,0,3.00,6.00,501.00,662.00,375.00,0.00,6.00,15.00,1140.00,1108.00,375.00,0.00,27.00,636.00,3709.00,2174.00,375.00,0.00
2857.00,"LZ1307","Zuni","Zuni",1.00,1.00,2.00,741630,3879702,70.37,32.78,0.00,0.00,0.00,0.00,0,3.00,6.00,501.00,662.00,375.00,0.00,6.00,15.00,1140.00,1108.00,375.00,0.00,27.00,636.00,3709.00,2174.00,375.00,0.00
2858.00,"LZ1310","Zuni","Zuni",0.00,0.00,2.00,732655,3884401,29.80,13.88,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,15.00,375.00,1219.00,108.00,0.00,0.00,45.00,1670.00,5755.00,2922.00,1263.00,0.00
2871.00,"LA 47508","Puerco West","Upper Puerco",0.00,0.00,2.00,682730,3920370,16.91,21.42,0.00,0.00,0.00,0.00,0,2.00,26.00,18.00,0.00,0.00,0.00,8.00,355.00,418.00,234.00,0.00,0.00,17.00,584.00,737.00,234.00,0.00,0.00
2872.00,"LA 47515","Puerco West","Upper Puerco",0.00,0.00,2.00,682720,3919840,10.74,13.61,0.00,0.00,0.00,0.00,0,2.00,26.00,18.00,0.00,0.00,0.00,9.00,404.00,488.00,234.00,0.00,0.00,17.00,584.00,737.00,234.00,0.00,0.00
2873.00,"LA 47561","Puerco West","Upper Puerco",0.00,0.00,2.00,682900,3915400,12.02,15.23,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,10.00,404.00,593.00,234.00,0.00,0.00,17.00,584.00,737.00,234.00,0.00,0.00
2874.00,"LA 47562","Puerco West","Upper Puerco",0.00,99.00,2.00,682800,3915300,24.33,30.83,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,11.00,404.00,629.00,234.00,0.00,0.00,17.00,584.00,737.00,234.00,0.00,0.00
2876.00,"LA 2347","Puerco West","Upper Puerco",0.00,99.00,2.00,685970,3915370,20.40,25.84,0.00,0.00,0.00,0.00,0,4.00,263.00,372.00,234.00,0.00,0.00,8.00,355.00,418.00,234.00,0.00,0.00,15.00,460.00,737.00,234.00,0.00,0.00
2877.00,"LA 47564","Puerco West","Upper Puerco",0.00,99.00,2.00,685900,3915200,19.25,24.39,0.00,0.00,0.00,0.00,0,4.00,263.00,372.00,234.00,0.00,0.00,8.00,355.00,418.00,234.00,0.00,0.00,15.00,460.00,737.00,234.00,0.00,0.00
2878.00,"LA 47565","Puerco West","Upper Puerco",0.00,0.00,2.00,685900,3915200,10.74,13.61,0.00,0.00,0.00,0.00,0,4.00,263.00,372.00,234.00,0.00,0.00,8.00,355.00,418.00,234.00,0.00,0.00,15.00,460.00,737.00,234.00,0.00,0.00
2880.00,"LA 47581","Puerco West","Upper Puerco",0.00,0.00,2.00,686100,3914700,13.27,16.82,0.00,0.00,0.00,0.00,0,3.00,210.00,335.00,234.00,0.00,0.00,8.00,355.00,418.00,234.00,0.00,0.00,15.00,460.00,737.00,234.00,0.00,0.00
2881.00,"LA 47591","Puerco West","Upper Puerco",0.00,0.00,2.00,684750,3917500,18.67,23.65,0.00,0.00,0.00,0.00,0,2.00,40.00,46.00,0.00,0.00,0.00,8.00,355.00,418.00,234.00,0.00,0.00,17.00,584.00,737.00,234.00,0.00,0.00
2890.00,"FSOP13","Zuni","Zuni",0.00,0.00,2.00,725374,3869028,14.27,6.65,0.00,0.00,0.00,0.00,0,2.00,14.00,165.00,0.00,0.00,0.00,7.00,188.00,1172.00,300.00,300.00,0.00,11.00,780.00,1957.00,300.00,300.00,0.00
2891.00,"FSOP15","Zuni","Zuni",0.00,0.00,2.00,726158,3869284,18.18,8.47,0.00,0.00,0.00,0.00,0,2.00,14.00,165.00,0.00,0.00,0.00,5.00,48.00,368.00,300.00,300.00,0.00,11.00,780.00,1957.00,300.00,300.00,0.00
2895.00,"LA 15623","Zuni","Zuni",0.00,0.00,1.00,711010,3886440,13.17,0.00,0.00,0.00,0.00,0.00,0,1.00,0.00,255.00,255.00,0.00,0.00,6.00,179.00,699.00,796.00,536.00,0.00,31.00,1348.00,3356.00,2274.00,1984.00,1014.00
2896.00,"LA 15667","Zuni","Zuni",0.00,0.00,1.00,713499,3888000,13.17,0.00,0.00,0.00,0.00,0.00,0,4.00,165.00,444.00,541.00,536.00,0.00,10.00,188.00,732.00,1248.00,1055.00,0.00,32.00,1748.00,3670.00,1991.00,1803.00,756.00
2897.00,"LA 15669","Zuni","Zuni",0.00,0.00,1.00,713400,3888120,13.91,0.00,0.00,0.00,0.00,0.00,0,4.00,165.00,444.00,541.00,536.00,0.00,10.00,188.00,732.00,1248.00,1055.00,0.00,32.00,1748.00,3670.00,1991.00,1803.00,756.00
2898.00,"LA 15671","Zuni","Zuni",0.00,0.00,1.00,713482,3888450,13.17,0.00,0.00,0.00,0.00,0.00,0,4.00,165.00,444.00,541.00,536.00,0.00,10.00,188.00,732.00,1248.00,1055.00,0.00,32.00,1748.00,3670.00,1991.00,1803.00,756.00
2899.00,"LA 15673","Zuni","Zuni",0.00,0.00,1.00,713662,3888253,35.65,0.00,0.00,0.00,0.00,0.00,0,4.00,165.00,444.00,541.00,536.00,0.00,10.00,188.00,732.00,1248.00,1055.00,0.00,33.00,1765.00,3694.00,2008.00,1803.00,756.00
2904.00,"AZ Q:4:58 (ASM)","Zuni","Zuni",0.00,0.00,2.00,677450,3854451,13.15,11.57,0.00,0.00,0.00,0.00,0,1.00,0.00,15.00,0.00,0.00,0.00,5.00,249.00,385.00,111.00,158.00,0.00,13.00,487.00,587.00,222.00,383.00,727.00
2916.00,"Forestdale Pueblo","Silver Creek","Carrizo Creek",99.00,99.00,1.00,583002,3776818,38.60,0.00,0.00,0.00,0.00,0.00,0,1.00,45.00,64.00,0.00,0.00,0.00,2.00,45.00,316.00,360.00,0.00,0.00,4.00,45.00,412.00,360.00,280.00,0.00
2919.00,"Garden Canyon","Chihuahuan Lowlands","Babocomari",0.00,0.00,4.00,564860,3483820,57.56,55.46,52.38,47.74,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,420.00,600.00,420.00,0.00,4.00,0.00,420.00,694.00,556.00,0.00
2920.00,"Rillito Fan","Santa Cruz","Santa Cruz River",0.00,0.00,5.00,496125,3573705,56.58,58.47,58.00,54.90,49.24,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,5.00,310.00,437.00,292.00,82.00,57.00,12.00,976.00,1369.00,334.00,124.00,85.00
2921.00,"LA 82683","Zuni","Zuni",0.00,0.00,2.00,715200,3888760,10.02,12.15,0.00,0.00,0.00,0.00,0,4.00,170.00,433.00,525.00,525.00,0.00,13.00,188.00,747.00,1544.00,1424.00,0.00,39.00,1840.00,3950.00,2170.00,1803.00,756.00
2923.00,"LA 82762","Zuni","Zuni",0.00,0.00,2.00,713910,3886600,7.23,8.77,0.00,0.00,0.00,0.00,0,2.00,165.00,234.00,16.00,11.00,0.00,11.00,622.00,1166.00,1248.00,1055.00,0.00,33.00,1449.00,3242.00,2008.00,1803.00,756.00
2924.00,"LA 85954","Zuni","Zuni",0.00,0.00,2.00,713770,3889630,5.25,6.37,0.00,0.00,0.00,0.00,0,2.00,0.00,210.00,525.00,525.00,0.00,10.00,188.00,732.00,1248.00,1055.00,0.00,34.00,1765.00,3782.00,2134.00,1803.00,756.00
2925.00,"LA 85796","Zuni","Zuni",0.00,0.00,2.00,715340,3890940,5.59,6.78,0.00,0.00,0.00,0.00,0,2.00,0.00,210.00,525.00,525.00,0.00,14.00,228.00,775.00,1544.00,1424.00,0.00,36.00,1832.00,3938.00,1864.00,1424.00,132.00
2926.00,"LA 85989","Zuni","Zuni",0.00,0.00,2.00,714390,3888410,9.11,11.04,0.00,0.00,0.00,0.00,0,4.00,165.00,444.00,541.00,536.00,0.00,12.00,188.00,732.00,1544.00,1424.00,0.00,34.00,1782.00,3718.00,2025.00,1803.00,756.00
2927.00,"LA 86013","Zuni","Zuni",0.00,0.00,2.00,715155,3890185,21.13,25.62,0.00,0.00,0.00,0.00,0,2.00,0.00,210.00,525.00,525.00,0.00,13.00,188.00,747.00,1544.00,1424.00,0.00,37.00,1832.00,3938.00,1864.00,1424.00,215.00
2928.00,"LA 86027","Zuni","Zuni",0.00,0.00,2.00,715650,3890185,8.49,10.29,0.00,0.00,0.00,0.00,0,2.00,0.00,210.00,525.00,525.00,0.00,13.00,188.00,747.00,1544.00,1424.00,0.00,39.00,1928.00,4038.00,1872.00,1424.00,215.00
2930.00,"LA 86037","Zuni","Zuni",0.00,0.00,2.00,716360,3891900,9.72,11.78,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,13.00,228.00,520.00,1289.00,1424.00,0.00,38.00,1928.00,3903.00,1872.00,1424.00,132.00
2931.00,"LA 86054","Zuni","Zuni",0.00,0.00,2.00,716670,3888595,6.26,7.59,0.00,0.00,0.00,0.00,0,3.00,14.00,20.00,176.00,252.00,0.00,14.00,622.00,1181.00,1544.00,1424.00,0.00,41.00,1962.00,4657.00,1872.00,1424.00,215.00
2949.00,"LA 82726","Zuni","Zuni",0.00,0.00,1.00,716080,3888540,16.31,0.00,0.00,0.00,0.00,0.00,0,5.00,170.00,453.00,525.00,525.00,0.00,14.00,622.00,1181.00,1544.00,1424.00,0.00,41.00,1962.00,4657.00,1872.00,1424.00,215.00
2950.00,"LA 82740","Zuni","Zuni",0.00,0.00,1.00,714600,3888010,9.10,0.00,0.00,0.00,0.00,0.00,0,4.00,165.00,444.00,541.00,536.00,0.00,13.00,622.00,1166.00,1544.00,1424.00,0.00,35.00,1793.00,3734.00,2036.00,1803.00,756.00
